	SNP	Chromosome	Position	trait1
1389695	rs1058961	3	45865006	0.418204963608878
6958573	rs1059013	18	6925559	0.623892111268159
7533013	rs1059293	21	34809693	0.849101005452898
6273700	rs1059296	14	90872143	0.131524405636602
7202390	rs1059519	19	18497024	0.7083804460514
4175699	rs1060441	8	105264616	0.54146949813529
7195995	rs1060467	19	16024538	0.384172920174144
5815282	rs1060709	13	31903834	0.904641714194108
2131657	rs1060855	4	110971890	0.216395870851193
6839618	rs1060915	17	41234470	0.166357459152358
406377	rs1061508	1	184662181	0.113647983172065
5460852	rs1061627	12	21654407	0.954100175029474
3519902	rs1061644	7	30796530	0.736538948379854
6885197	rs1062788	17	61896127	0.172642805977815
56051	rs1063116	1	22356809	0.390039457337587
5867414	rs1063181	13	50510401	0.399903982085271
3674017	rs1063964	7	87835469	0.0367415876246885
47546	rs1063985	1	19586360	0.93562877031548
2156316	rs1064034	4	119631992	0.116179469959567
7408196	rs1065155	20	40706356	0.00992111013279856
2869937	rs1065206	5	175811233	0.734578621300822
3561416	rs1065646	7	44809273	0.778568514761551
104803	rs1065772	1	44072018	0.578353514675849
5277043	rs1071	11	93914990	0.544259547275448
5746246	rs1071862	12	125398039	0.428479968562628
3703887	rs1073	7	100031612	0.736869744313018
341845	rs10737521	1	161932193	0.49519398697389
3567784	rs1073972	7	46727505	0.212663802532387
5742846	rs10744162	12	124243707	0.716407409186267
4909205	rs10748705	10	99330813	0.515903471425951
4885744	rs10749607	10	91099943	0.578180118283154
5324914	rs10749920	11	108383676	0.683861859091925
4767371	rs10763354	10	52103707	0.909119659522094
4719748	rs10763720	10	29769647	0.461692251124071
5460933	rs10770819	12	21670410	0.489919074504323
5705255	rs10774641	12	109717697	0.835369802101084
5682957	rs10778148	12	102158763	0.826593146041427
5548312	rs10783528	12	53088484	0.392937973450413
5352965	rs10790286	11	119054488	0.475576838043042
5382371	rs10791011	11	129321066	0.133382187410384
5224370	rs10793231	11	76733024	0.0697942303871305
4980490	rs10794629	10	125450492	0.445572453394734
58887	rs10799790	1	23418153	0.341530189756412
4414374	rs10814270	9	35704150	0.083980495208454
4293211	rs10814431	9	377111	0.590770882114159
4324236	rs10815977	9	8860355	0.0520797520027965
4723760	rs10826848	10	30993448	0.883557002480207
5067959	rs10832778	11	17394073	0.589708966729476
5030852	rs10838092	11	5443867	0.468500266817806
5744480	rs10846654	12	124799458	0.160906301247267
3537331	rs10848	7	36339126	0.479445203424279
5629143	rs10862548	12	83415719	0.536746050427752
5539615	rs10875893	12	49312593	0.219604161957075
4916200	rs10883465	10	102122187	0.323821760518012
4922757	rs10883887	10	105357181	0.279224398815854
4885747	rs10887948	10	91100068	0.306676492582972
5339703	rs10891692	11	114393652	0.413789615903827
4753438	rs10899905	10	44283447	0.285019514495841
4602641	rs10901345	9	133946915	0.119198334932268
3903378	rs10903311	8	8643387	0.926379207637272
4644900	rs10905035	10	6883788	0.460700187320024
1064678	rs10930663	2	175297360	0.161692784197981
1214922	rs10933378	2	232458443	0.981086689959705
1685371	rs10936037	3	156528265	0.104504948539227
1761199	rs10937148	3	183398071	0.425067995225069
1833829	rs10939650	4	9998440	0.46395768584179
3370365	rs10946159	6	158616335	0.818638278578561
3613388	rs10949946	7	64291976	0.815748075510165
3429324	rs10951715	7	4946973	0.0395092227163592
3430888	rs10951956	7	5521468	0.990458915775407
4387264	rs10967853	9	27282613	0.371910250274249
4784873	rs11004927	10	57359525	0.416194434437436
7820141	rs11010	X	102842041	0.165324191968636
4994715	rs11016071	10	129901393	0.25687760729887
4993968	rs11018397	10	129705394	0.21893701441213
5264380	rs11018713	11	89391841	0.236743831027937
5122670	rs11033046	11	35274933	0.834229884588218
5148090	rs11037478	11	43590892	0.193328980280865
5037034	rs11041169	11	7110237	0.589563155019454
5459883	rs11045917	12	21419948	0.486691235782468
5459885	rs11045918	12	21420712	0.490420300521646
5469349	rs11047654	12	24967846	0.744384904364598
60369	rs1105	1	24200800	0.192657840277722
5496963	rs11051966	12	32530580	0.662358735899431
464204	rs1105386	1	205308347	0.708805484604354
6755475	rs11062	17	1683012	0.804114128950163
1797871	rs1106502	3	195517258	0.524126377442709
6648535	rs11076256	16	58752466	0.363286256615113
6769680	rs11078641	17	6547766	0.585824827117735
6773521	rs11078738	17	8167600	0.408592649684181
7166067	rs11085068	19	4254375	0.156848306185748
7643651	rs11090143	22	43520105	0.877012201579595
5224898	rs111033230	11	76924985	0.360762553991886
5550079	rs1110720	12	53682326	0.556600221420919
5612785	rs11115757	12	77242041	0.139650594531157
481613	rs11119806	1	211921229	0.0848504355847043
23227	rs11121484	1	9784423	0.435722349356025
27636	rs11121804	1	11766424	0.483475776041439
1888247	rs111226502	4	26433556	0.49916652596723
4760955	rs111245635	10	48389841	0.00168342292618355
1564566	rs111251800	3	113006054	0.89134281009682
785802	rs11125895	2	62069358	0.56156137345182
394049	rs11126	1	180169330	0.428085832078946
852793	rs11127	2	85924729	0.0964451809349813
2395394	rs11134161	5	6493888	0.498939227935079
2398716	rs11134213	5	7303661	0.998045591906797
6584393	rs111343819	16	15155209	0.855410354500843
3962404	rs11135703	8	23021346	0.506241474706666
4476514	rs11141677	9	89699193	0.329494639075327
4598761	rs111440015	9	132572678	0.158490374090769
4773502	rs111457129	10	54211202	0.422587581157593
5739880	rs1115154	12	122990042	0.644220278227341
1781349	rs111524664	3	190573374	0.32277546579469
6613871	rs111608054	16	28548943	0.809897949312398
217295	rs11161747	1	86591837	0.543643802594758
6062228	rs11164135	13	114150107	0.598592474801254
255015	rs11166414	1	100660826	0.379527141172412
1298928	rs111665976	3	15292828	0.586554076928458
3176433	rs111668407	6	89794329	0.585653840006673
2374541	rs11169	5	470663	0.206455352760512
5547791	rs11170176	12	52966390	0.612068336061756
3704626	rs11171	7	100486110	0.710813260514113
280799	rs111751551	1	109242056	0.949956461265387
2012837	rs111757763	4	68484837	0.160799425708709
5513571	rs11175964	12	40702987	0.536914191479417
7528715	rs111796090	21	33245693	0.222746139649925
958873	rs111798914	2	136499458	0.258070908156199
6453009	rs111801073	15	73995165	0.35385009300661
4897436	rs11187393	10	95107428	0.871554012902629
657700	rs111886213	2	20818816	0.545009365130995
4748750	rs111921673	10	42990196	0.366932927623314
4957447	rs11197514	10	117817612	0.702462335503258
4558733	rs111976327	9	116026360	0.0150742937951457
6760359	rs111977802	17	3539835	0.917859013915221
7414634	rs111998272	20	42891917	0.648825570354082
7059067	rs111999307	18	47721261	0.306853156300012
6676914	rs112010616	16	69974229	0.770508001119464
4856737	rs11202162	10	81977939	0.255227653462712
318630	rs11204978	1	152282917	0.764042441818672
2119528	rs112068329	4	106290487	0.635060209829186
149630	rs11207914	1	62627204	0.435702706902245
2140575	rs112087287	4	114375461	0.718943746718373
163786	rs11209026	1	67705958	0.02565430319484
7606864	rs112175950	22	30093015	0.625256073088788
311080	rs112196423	1	146649777	0.395070766237219
454566	rs112225418	1	201453500	0.543026617497132
39353	rs112285834	1	16458339	0.816873125869973
5678754	rs112288452	12	100649967	0.585721970347305
5243325	rs11233519	11	82905679	0.478292093940936
3917542	rs112347397	8	12880289	0.553156324921844
4748864	rs11239644	10	43010871	0.463157642986616
7398140	rs112401596	20	36842086	0.680225590373972
7248764	rs112406709	19	36729007	0.927877821962361
2688450	rs11241209	5	112768936	0.358580373555127
5380959	rs112432537	11	128807780	0.590071257094381
7211468	rs112511886	19	21606390	0.874886462996762
4638614	rs11253021	10	5203864	0.064403093329029
7612459	rs112531886	22	32113269	0.646057433722782
6916604	rs112541815	17	73938579	0.285427611202425
6599783	rs112568758	16	23521790	0.514474398834178
322175	rs11264743	1	153941514	0.588540710024532
43690	rs112680314	1	18434374	0.145268508914969
7198599	rs112680414	19	17108098	0.181065975925863
3197770	rs1127175	6	96999725	0.207626421976699
1805488	rs1127410	4	533001	0.18648483222148
5728247	rs112744551	12	118533551	0.946676844640309
3418164	rs112747351	7	1887421	0.127236447359381
5514588	rs112784238	12	40875188	0.431092253863106
615858	rs112793812	2	6872863	0.495674575283194
4043817	rs1128143	8	57076379	0.554036719796931
1588256	rs1128159	3	121350583	0.436650861704442
5035211	rs1128396	11	6636106	0.42464768949385
6456384	rs1128933	15	75650836	0.920594804619739
3259733	rs112895306	6	119135926	0.213094110054816
7191765	rs112937438	19	14876483	0.600143182235543
1830220	rs112997829	4	8443139	0.476068453068224
793039	rs113001957	2	65249014	0.515235445131581
3378815	rs1130656	6	161139480	0.318385546910714
4711790	rs113074964	10	27551966	0.764243273254589
4895232	rs113121942	10	94450061	0.90783719895103
7163968	rs113126588	19	3163185	0.447982235154007
4476028	rs113149366	9	89560443	0.273923510041928
80216	rs113218677	1	33772792	0.155497629572394
5546381	rs113236725	12	52651961	0.561361700188239
3416240	rs1133122	7	1192572	0.986721167385698
2749949	rs113326927	5	131817767	0.212767930944976
916181	rs113397926	2	120021482	0.0784531953343073
784299	rs113399084	2	61493225	0.481588061610687
5856068	rs11342	13	46700642	0.786199556881733
721723	rs113434432	2	42162748	0.904045182592161
148951	rs1134767	1	62456014	0.505352082939813
4667659	rs1135102	10	13653653	0.0602572479252105
64628	rs1135253	1	26377880	0.693695370025292
7171846	rs113579663	19	6411830	0.0833341862430523
3554421	rs113629469	7	42276595	0.954678155353272
484835	rs113665144	1	212873181	0.888999136227679
209430	rs113672511	1	84041953	0.431752725171397
1808308	rs1137789	4	1381798	0.0110575242940079
3313393	rs1138275	6	138659722	0.637438401001458
6205623	rs113964073	14	67799700	0.978021096917974
3834739	rs114024820	7	150747896	0.589262172078373
107297	rs1140279	1	45226084	0.249648257415684
5551919	rs1140681	12	54651471	0.0438774622488754
5751247	rs114082805	12	126957284	0.314121914699948
6537219	rs114155571	16	2009590	0.791689457987276
2349119	rs114170858	4	184019033	0.491125284282352
2168260	rs114185873	4	122872901	0.374088333016813
1592762	rs114278681	3	122869147	0.548531783829654
7168399	rs1143699	19	5210762	0.0560855077330358
4347876	rs114397995	9	14990320	0.36219851438737
3709268	rs11444	7	102066873	0.0954286231531464
5187369	rs1144747	11	59807806	0.493341617957058
3000109	rs114543649	6	32261158	0.996808470267537
1590881	rs114569472	3	122247075	0.473570803867281
1003099	rs114581202	2	153032322	0.749207723776587
185240	rs1146587	1	76229326	0.69265612028248
1930826	rs11466653	4	38776235	0.000217533790017395
3757486	rs1147504	7	121653398	0.985137916986611
2122236	rs114810277	4	107270272	0.0029698309459766
2699598	rs114860630	5	115783019	0.396823089523193
1389335	rs114957440	3	45720442	0.912799584323272
1562271	rs115023358	3	112359516	0.579973185137055
529661	rs1150908	1	228480282	0.0395718999484884
672850	rs115132011	2	27264274	0.474431068714996
5199720	rs1151539	11	66031660	0.335571495957116
4440636	rs11519	9	77676285	0.834114299008405
1525866	rs115227601	3	100083853	0.13318552044066
6195942	rs1152582	14	64692630	0.909516374606505
1783436	rs115355080	3	191110247	0.549770761653735
520285	rs115366080	1	225268106	0.837206685271819
6078366	rs11538184	14	24910076	0.66500973648194
1581862	rs11539377	3	119219573	0.297867300494337
1762421	rs11539597	3	183892720	0.308979251404354
5015786	rs11539814	11	488609	0.601937221205647
1762443	rs11539876	3	183904049	0.784570437735244
7633106	rs11544353	22	38611298	0.273768640501856
4064692	rs11545078	8	63938764	0.270102377682929
6688677	rs11545087	16	75269003	0.148864097048389
4512482	rs11545137	9	101984146	0.484951946053162
2975341	rs11545587	6	28891522	0.000478999269706894
3705505	rs11546152	7	100855180	0.371771431220006
282518	rs11547492	1	109780612	0.552275749280566
5662	rs11547615	1	3697663	0.567925455490324
5734494	rs11548262	12	120907271	0.387731303347781
6077638	rs11548692	14	24606928	0.120329874600008
6877133	rs11548967	17	56283449	0.442907541617735
1169596	rs11550203	2	216176851	0.745012302250329
5198999	rs11550914	11	65667828	0.621046822959814
1292073	rs115532219	3	12938762	0.0265899165529584
1805951	rs11553326	4	724884	0.0197333843306501
2999254	rs11553430	6	32136771	2.39606757657727e-07
324346	rs11554834	1	155059869	0.0518306396366886
1024426	rs11555185	2	160604452	0.75575907038601
66323	rs11555809	1	27216669	0.0683419521092358
7275189	rs11556637	19	47906518	0.742481008398554
7589038	rs11558697	22	23655084	0.538659437188222
1035766	rs11558902	2	165541783	0.0502083533431487
6816905	rs11558976	17	31258520	0.726060113533319
4070741	rs11559265	8	66525548	0.470282981895053
2764258	rs11568008	5	137621343	0.478208090141181
1641762	rs11569291	3	141669685	0.0644782769182152
1299152	rs115738660	3	15373858	0.909841325934152
7294677	rs11574592	19	55179229	0.0145278895587504
3401279	rs11575086	6	167552403	0.581536649435917
1173329	rs11575208	2	217540516	0.376962285701423
331400	rs11583390	1	158297864	0.726095453923732
318643	rs11584340	1	152285930	0.552642194139687
310997	rs11584787	1	146628479	0.283503100656854
156817	rs11585932	1	65335095	0.67867694129153
452992	rs115862600	1	200996542	0.311148115751363
518356	rs11586729	1	224566216	0.884591143328086
366386	rs11590604	1	169773317	0.655339041795579
1156984	rs115993927	2	212244666	0.136561402697064
5018830	rs11603496	11	1576283	0.0381987766188257
5034969	rs11604149	11	6519642	0.546997274005363
408016	rs11605	1	185527738	0.257200725133293
5034921	rs11605881	11	6495600	0.44585604011071
2981718	rs116078621	6	29894603	0.613066914242953
6495788	rs11609	15	91043765	0.75826399326852
5551541	rs11614913	12	54385599	0.295076452638251
5749641	rs11614926	12	126447607	0.333719346474277
5558737	rs11616065	12	58022024	0.585992757931011
3315435	rs116186684	6	139309171	0.10837136742187
6144219	rs11624289	14	47310153	0.853118846303876
3051745	rs116272874	6	47664796	0.623507126296152
1562267	rs116307644	3	112357336	0.970270291258674
6428586	rs116314964	15	63599635	0.211734197047049
1212802	rs116332899	2	231684644	0.399543090515812
3415110	rs116335103	7	913609	0.226279210012444
1603926	rs116342901	3	126710337	0.0473570380507106
1473410	rs1163750	3	77698442	0.030507649237653
2967121	rs116440410	6	26124823	0.5772080665506
25286	rs116460699	1	10725193	0.264263401754245
6535853	rs11648609	16	1616201	0.643449527915048
6596036	rs11648835	16	20809283	0.689722441710246
6893291	rs11649752	17	65026886	0.633089811654021
6924519	rs11651537	17	76528790	0.320476952874481
2768409	rs116577362	5	140242897	0.894703046201367
6764264	rs11658877	17	5072316	0.256446208378953
6987087	rs11659196	18	21062695	0.71362816434552
2474309	rs116598198	5	31799371	0.65241737116862
1097337	rs116639972	2	186673830	0.339667733604269
948606	rs116650837	2	131672388	0.641869861576152
1076095	rs116676813	2	179549131	0.702960894658223
7246268	rs11673347	19	35719257	0.672744964852661
810607	rs11673798	2	71212336	0.0466609327782121
453596	rs116753369	1	201175768	0.187327096099053
2352087	rs116763510	4	184943627	0.806663556295135
2770356	rs116772138	5	141021294	0.708158764270563
665228	rs116791512	2	23980698	0.561005644762252
917246	rs11686014	2	120409616	0.855042628631619
7182051	rs116900565	19	10445232	0.495317306420022
6765936	rs116908579	17	5487377	0.0339197393188041
7169763	rs116909685	19	5678497	0.692969969058478
4743391	rs116929750	10	37891105	0.0516197834858345
6779045	rs116935297	17	10209778	0.665390863286491
5149056	rs116937674	11	43966199	0.744382583948768
5019635	rs116969666	11	1755914	0.493666060110548
77539	rs116973380	1	31989106	0.394144722797393
4906284	rs117002788	10	98098120	0.198858787161766
5200845	rs117010807	11	66817306	0.442453149788099
5547300	rs117030701	12	52865900	0.445319612580174
3774626	rs117070316	7	127668769	0.51354064011031
3704200	rs117080933	7	100279946	0.248366099656335
5155586	rs117100314	11	46418424	0.941048031961458
6206452	rs117101754	14	68054315	0.611643226511725
66844	rs117174865	1	27561316	0.261374535274404
3313392	rs117175809	6	138659696	0.453759852123639
5707323	rs117176903	12	110355431	0.156361040325593
1391919	rs11720094	3	46559911	0.550263684326259
1732949	rs11720451	3	172223376	0.528055031845677
2989638	rs117227928	6	31024175	0.838441629359939
3704199	rs117231629	7	100278679	0.267105229024885
7240768	rs117236383	19	33872150	0.770933084461454
2158520	rs11724758	4	120239878	0.64975749518379
5180944	rs117284601	11	57425228	0.0482629194798489
1827952	rs11728778	4	7802292	0.586878850215458
5045247	rs117347074	11	9595768	0.649212033228198
5312621	rs117382829	11	103909771	0.689069988037064
4965296	rs117407828	10	120791826	0.656536642458788
7631122	rs117408550	22	37749244	0.653611659604289
4752184	rs117420679	10	43977412	0.114827775703647
2391046	rs11742341	5	5239921	0.278644954417442
3866188	rs117424182	8	1249191	0.369586886647659
7406029	rs117487801	20	39989335	0.030072010143061
2766126	rs11748963	5	138730037	0.190688265069813
7615086	rs117491818	22	32779501	0.530034714110726
4944486	rs117501349	10	112659137	0.913508659694199
5171291	rs117538213	11	55111500	0.764403567801456
2989639	rs11758693	6	31024230	0.0443762781246839
7255230	rs117592327	19	39401712	0.359769409129544
1596682	rs117624716	3	124467648	0.240507476291385
7287710	rs117633649	19	52537334	0.894500070284825
3501961	rs117637656	7	24837693	0.701337713965927
6715983	rs117642837	16	81348644	0.631072631420456
3691652	rs11764692	7	94920992	0.952669462146798
6675057	rs117666466	16	69149310	0.499875845538828
5043874	rs117684084	11	9003942	0.0299890471112743
7255167	rs117690948	19	39359377	0.483592937271848
3776545	rs11769769	7	128312450	0.782406192052475
4584405	rs117703463	9	125512943	0.127932142214705
5950398	rs117722214	13	77900848	0.528526911321495
6772941	rs117777987	17	7952109	0.87085944289128
4661869	rs117789748	10	11911764	0.01545431155038
7265911	rs117820749	19	44104543	0.48661604576405
3040884	rs117880737	6	43970602	0.247477627451086
4602207	rs11792889	9	133779448	0.625317702476846
7649805	rs117929765	22	45258588	0.479025524902034
5358897	rs117932382	11	121504111	0.0130695589150905
5156184	rs117936904	11	46886077	0.685141056915669
7629847	rs117937233	22	37318175	0.215119822222651
7693282	rs11796093	X	14749604	0.828312527054373
4312718	rs117996258	9	6011145	0.558041269439694
163328	rs11803348	1	67558144	0.104374954335959
537738	rs11806609	1	231339713	0.617610725866461
7287652	rs118069111	19	52517243	0.768106554843782
7226458	rs118090245	19	28927856	0.688149454520493
4855334	rs11817253	10	81680770	0.943302555159083
4763160	rs11818741	10	49929331	0.137993190688339
4716818	rs11818884	10	29081724	0.0420716602013391
4990620	rs1182885	10	128975256	0.424292589144967
5678204	rs11832216	12	100452832	0.962888173725783
4605432	rs1183768	9	135203231	0.0707786324881356
6592792	rs11866050	16	19590444	0.299989465431371
6767789	rs11868551	17	6025472	0.233689186750306
6924271	rs11872051	17	76481693	0.618802671594277
7045976	rs11877062	18	43307246	0.903605975604466
7287713	rs11881700	19	52538428	0.571115871198748
7178419	rs11883220	19	9049339	0.5099644741446
1232416	rs11883500	2	238434434	0.546791251750827
721724	rs11885000	2	42163072	0.717022998811624
1040458	rs11888208	2	167313451	0.896129184953252
1170497	rs11891673	2	216477172	0.887269294990305
7631871	rs11912647	22	38035076	0.0518161764680635
655558	rs1191778	2	20131079	0.869690349059487
850103	rs1192344	2	84945469	0.526073616683081
855709	rs1193	2	87002229	0.874118137099181
2127717	rs11932814	4	109461558	0.450504199945055
1848666	rs11940421	4	13931019	0.296147282590701
2747827	rs11951274	5	130695152	0.882502852061528
2688455	rs11953478	5	112769659	0.406051818167354
6369121	rs1197683	15	42171537	0.66387213966366
4179930	rs11993776	8	106813518	0.306342974299343
6368388	rs1200345	15	41819716	0.599514344631759
6368394	rs1200349	15	41821752	0.512165156651175
4742314	rs1200875	10	37505192	0.0847641469297158
2063778	rs1201	4	86936468	0.0589922208266512
7751247	rs12011120	X	54476149	0.112532126775219
318709	rs12022217	1	152325732	0.226401183945652
470317	rs12031491	1	208196768	0.478551257478201
209429	rs12034038	1	84041610	0.691946730185165
7374496	rs1203881	20	22542521	0.713122587122304
541114	rs12043251	1	232534957	0.00221586253378765
102406	rs12049046	1	43042703	0.139111043723682
7525538	rs12053674	21	32119495	0.473172791854296
2800668	rs12054984	5	151999305	0.329369295517009
149631	rs12059368	1	62627241	0.435736326540233
21850	rs12075362	1	9165669	0.632524412300414
4874451	rs12098564	10	86953327	0.070886302691476
7627913	rs12107	22	36677982	0.899158762830297
384396	rs12118034	1	176809368	0.494026868885851
65986	rs12118436	1	26900920	0.662199318706579
302531	rs12118664	1	117654638	0.791575713572082
462040	rs12118859	1	204526721	0.583106094475563
254940	rs12122948	1	100623922	0.166858324313895
212418	rs12123923	1	85095078	0.915645999411133
37069	rs12126178	1	15668319	0.763018393857645
122084	rs12127732	1	52940845	0.103712494640659
105552	rs12127737	1	44402565	0.647110135885807
