	SNP	Chromosome	Position	trait1
83738	rs13064411	3	113046640	0.517
145227	rs13184280	5	150562526	0.746
44062	rs13383830	2	71058306	0.521
57158	rs13390491	2	179582327	0.879
424017	rs139316	22	39499763	0.894
134896	rs1423099	5	75427518	0.429
135565	rs1428223	5	79029288	0.522
55098	rs1432273	2	166797646	0.592
261139	rs1509964	10	64567364	0.192
87575	rs1533501	3	141497150	0.476
403664	rs1535882	20	1600524	0.385
243478	rs1536690	9	97055310	0.831
25158	rs15702	1	212911836	0.106
397803	rs1609458	19	9084299	0.144
17704	rs164152	1	162339103	0.848
374139	rs1642763	17	7557419	0.69
17710	rs164417	1	162353726	0.43
400409	rs1673087	19	37264190	0.902
63549	rs16824231	2	228788722	0.373
23613	rs16851710	1	203459718	0.657
57152	rs16866412	2	179474668	0.932
227711	rs16908301	8	139143431	0.486
373089	rs16954056	17	526907	0.83
403387	rs16995685	20	139576	0.56
396501	rs17059541	18	74271486	0.592
211766	rs17093448	8	20831737	0.415
266609	rs17114388	10	103899871	0.943
10829	rs17121745	1	85589842	0.537
11556	rs17130722	1	89530860	0.309
330096	rs1713419	14	20834548	0.337
202199	rs17169441	7	137564766	0.265
387278	rs17187262	18	21402298	0.034
317189	rs17197663	13	38172867	0.37
155711	rs17243157	6	24667323	0.515
126494	rs17263496	5	13737444	0.349
330058	rs17277228	14	20692643	0.687
183980	rs17283717	7	12620804	0.645
286316	rs17301750	11	103027234	0.441
86352	rs17412738	3	132257419	0.013
402002	rs17740650	19	52130488	0.564
400635	rs17795475	19	40021759	0.639
294170	rs17808009	12	10311929	0.068
193302	rs17852813	7	63981559	0.862
419000	rs1803439	21	38885442	0.766
380665	rs180515	17	58024275	0.436
83817	rs1872575	3	113804979	0.453
179632	rs1888727	6	160514541	0.885
403784	rs1891227	20	2097688	0.269
315435	rs1933437	13	28624294	0.01
347534	rs1942	15	41774423	0.986
195148	rs1949972	7	80374438	0.711
402168	rs1961205	19	52856955	0.647
402097	rs1978717	19	52497250	0.449
390945	rs1981	18	45360991	0.485
220750	rs1994793	8	96313407	0.05
344935	rs2017247	15	26789162	0.429
272666	rs2017434	11	5536852	0.301
39990	rs2020910	2	48030692	0.226
345736	rs2037844	15	33065645	0.917
409214	rs2070325	20	31673846	0.53
145362	rs2071221	5	151304306	0.995
159088	rs2071282	6	32188943	0.24
161152	rs2071863	6	36107172	0.592
2308	rs2072751	1	20680718	0.319
157700	rs2074474	6	30309508	0.728
44061	rs2080390	2	71058226	0.127
238676	rs2095876	9	71862987	0.389
335640	rs2101919	14	52520368	0.08
363082	rs2112811	16	25263278	0.808
57149	rs2163009	2	179455207	0.684
63463	rs2176188	2	228475552	0.586
257120	rs2185724	10	30316208	0.965
374535	rs2191109	17	9815918	0.217
205128	rs221254	7	157332919	0.553
283469	rs2212616	11	87034696	0.259
104398	rs2227902	4	57797100	0.033
355110	rs2227934	15	91346923	0.697
139663	rs2227948	5	112379289	0.122
374122	rs2228128	17	7400815	0.268
93982	rs2228243	3	186395113	0.716
282841	rs2229437	11	82564294	0.869
326674	rs2230341	13	99947261	0.422
380301	rs2230772	17	55183203	0.16
38024	rs2231501	2	37873931	0.672
19575	rs2232816	1	171753039	0.197
301014	rs2233921	12	54575800	0.469
4302	rs2235986	1	40703440	0.99
158092	rs2240803	6	30920957	0.438
32354	rs2241686	2	1926617	0.355
376844	rs2241906	17	25950175	0.41
402499	rs2242244	19	54403925	0.402
292093	rs2250123	11	133710796	0.81
1669	rs2253372	1	15724033	0.292
379115	rs2254177	17	48358419	0.649
262070	rs2255607	10	70748784	0.37
300203	rs2269828	12	47471439	0.465
249190	rs2271746	9	127915947	0.755
145076	rs2273235	5	149907533	0.221
30782	rs2273712	1	241767708	0.922
315984	rs2274869	13	31543095	0.189
145246	rs2277028	5	150632676	0.468
378895	rs2278868	17	46262171	0.178
243506	rs2280301	9	97349591	0.991
196869	rs2285332	7	92241633	0.371
309674	rs2287174	12	110474070	0.485
401670	rs2288481	19	49878196	0.37
60073	rs2289025	2	205969220	0.946
130481	rs2289925	5	38925370	0.687
221271	rs2290470	8	98943446	0.717
72808	rs2290532	3	31789582	0.627
27426	rs2292564	1	226055595	0.154
162900	rs2297019	6	46803102	0.122
390630	rs2298720	18	43310415	0.757
298319	rs2304630	12	30881809	0.753
378353	rs2305480	17	38062196	0.002
250879	rs2306302	10	3154461	0.405
112699	rs2306369	4	123268859	0.885
415892	rs232518	21	22746187	0.861
85074	rs2332285	3	122288210	0.553
411621	rs238209	20	47865509	0.899
160388	rs241449	6	32796653	0.003
372241	rs247861	16	84600021	0.37
7244	rs2481676	1	62627675	0.8
311496	rs25644	12	121666646	0.284
239138	rs25688	9	74360234	0.164
140087	rs256996	5	114916090	0.458
129349	rs25754	5	33535060	0.742
239232	rs2589615	9	75303653	0.069
149814	rs265981	5	174870902	0.534
85868	rs2713587	3	128290848	0.215
2781	rs2782814	1	26286840	0.578
11113	rs2791494	1	86959173	0.946
228572	rs279877	9	991114	0.4
414371	rs2822785	21	15954528	0.926
415197	rs2824804	21	19770562	0.225
418575	rs2834601	21	36089054	0.132
303513	rs2852	12	70825242	0.998
402377	rs2865248	19	53793574	0.071
425712	rs28729587	X	155009948	0.077
208395	rs2979247	8	8888948	0.093
1196	rs3013105	1	13802325	0.241
229982	rs301430	9	4576680	0.252
162309	rs3025040	6	43753051	0.98
389791	rs307079	18	37646519	0.2
142588	rs3087646	5	132334252	0.008
367735	rs3096380	16	71319646	0.32
201865	rs3112369	7	135412273	0.9
25132	rs3122713	1	212799870	0.123
211480	rs316	8	19818436	0.057
418339	rs3171425	21	34668747	0.54
132563	rs3211270	5	57755703	0.534
204679	rs3298	7	154685873	0.623
262573	rs3312	10	73856984	0.7
12221	rs337592	1	94982810	0.776
47139	rs33993717	2	103335441	0.411
353930	rs34122391	15	85402610	0.141
230338	rs343500	9	6015011	0.449
323422	rs34481987	13	77570078	0.36
93472	rs35070271	3	182897920	0.16
398340	rs35352238	19	15131330	0.796
131055	rs35397154	5	43175103	0.236
165923	rs35522191	6	73905819	0.412
30539	rs35557904	1	240939104	0.863
286223	rs35602305	11	102582789	0.866
68546	rs35678	3	10379923	0.602
188614	rs35897481	7	30831088	0.14
417631	rs363430	21	30971183	0.607
36144	rs3731625	2	24439048	0.987
59560	rs3731722	2	201534389	0.161
60326	rs3732082	2	207041441	0.987
43959	rs3732253	2	70676098	0.036
83846	rs3732782	3	113955164	0.995
83646	rs3732813	3	112724661	0.299
83645	rs3732814	3	112724336	0.318
142268	rs3734162	5	128442737	0.819
168357	rs3734657	6	91226208	0.316
203871	rs3735081	7	150217248	0.544
191203	rs3735666	7	45761952	0.426
93556	rs3736535	3	183432983	0.191
27276	rs3738362	1	224927217	0.129
210713	rs3739407	8	17612875	0.755
230294	rs3739646	9	5762600	0.626
253176	rs3740015	10	12131081	0.618
326508	rs3742134	13	99104170	0.476
354922	rs3743377	15	89820008	0.716
361017	rs3743591	16	12059032	0.77
368431	rs3743599	16	75646576	0.495
374146	rs3744262	17	7613765	0.062
383425	rs3744793	17	76817090	0.833
401775	rs3745528	19	51302066	0.682
401571	rs3745718	19	48715153	0.689
170787	rs3747790	6	107016731	0.578
163544	rs3748067	6	52055339	0.177
295212	rs3748304	12	15134729	0.588
25519	rs3748697	1	214820099	0.308
55319	rs3749005	2	168115325	0.678
142612	rs3749817	5	132535046	0.969
178848	rs3749930	6	155761246	0.125
251396	rs3750739	10	4872887	0.704
282832	rs3750931	11	82535943	0.234
272868	rs3750944	11	6239344	0.037
330765	rs3751480	14	23080679	0.386
330819	rs3751488	14	23304094	0.548
391454	rs3752085	18	48190271	0.104
391455	rs3752087	18	48190440	0.013
397851	rs3752199	19	9267319	0.531
13491	rs3753841	1	103379918	0.696
39409	rs3755072	2	45640334	0.76
39410	rs3755073	2	45640374	0.745
60327	rs3755227	2	207041933	0.922
202484	rs3757435	7	139106990	0.685
286931	rs3758911	11	107197640	0.31
2858	rs3766398	1	28209305	0.083
10858	rs3768235	1	85733374	0.086
125028	rs3776448	5	6599940	0.207
148528	rs3777084	5	169031150	0.575
345528	rs3784588	15	31294654	0.099
224652	rs3802264	8	123966085	0.479
256180	rs3802512	10	25890341	0.282
262527	rs3802711	10	73544086	0.246
268414	rs3802734	10	116194210	0.725
347688	rs3803339	15	43724532	0.873
391125	rs3809922	18	46448129	0.209
122139	rs3811810	4	183812143	0.214
329966	rs3813132	13	115090136	0.058
57134	rs3813250	2	179395958	0.657
129357	rs3813474	5	33576602	0.629
16519	rs3814316	1	155149718	0.178
341901	rs3814848	14	90651033	0.911
96042	rs3817672	3	195800811	0.509
16246	rs3818831	1	152331240	0.035
401928	rs3826665	19	51892218	0.11
16172	rs3828054	1	151512895	0.891
96016	rs3828402	3	195517508	0.683
420303	rs3829962	21	43816624	0.846
399958	rs3848596	19	33635761	0.533
196853	rs38794	7	92028039	0.358
355933	rs4072466	15	94097067	0.002
290049	rs4078313	11	124766128	0.926
161202	rs41272166	6	36455838	0.328
175614	rs41289787	6	138661816	0.053
32079	rs41308182	1	249212878	0.976
256410	rs41314978	10	27499979	0.974
25612	rs41315587	1	215821939	0.356
366618	rs4131634	16	61686399	0.341
39045	rs4148195	2	44039633	0.155
404598	rs451571	20	5923204	0.84
69180	rs4685165	3	14528256	0.627
210657	rs4705	8	17500223	0.132
163408	rs4715227	6	51491884	0.959
163602	rs4715300	6	52271204	0.975
402847	rs471979	19	56538976	0.359
262528	rs4747194	10	73558886	0.041
252188	rs4747647	10	8006798	0.952
308293	rs4764678	12	102315592	0.637
352465	rs4776575	15	72073571	0.671
19290	rs4786	1	169692132	0.003
93294	rs4855068	3	181721026	0.842
122881	rs4862653	4	187077206	0.784
57148	rs4894029	2	179447848	0.606
317045	rs489646	13	37422613	0.002
259873	rs4935502	10	55955444	0.895
34332	rs509761	2	12858202	0.454
159086	rs520692	6	32188640	0.003
274943	rs5213	11	17408404	0.868
152783	rs539351	6	10587038	0.078
279977	rs559449	11	55340379	0.511
249865	rs562350	9	135374898	0.578
411683	rs5629	20	48129706	0.478
423768	rs5756130	22	36684331	0.205
424565	rs5764698	22	45749983	0.038
30780	rs588246	1	241758302	0.932
166211	rs594012	6	75841722	0.285
152958	rs595877	6	11579093	0.738
19243	rs6018	1	169511878	0.489
411545	rs6066802	20	47261017	0.251
15118	rs6330	1	115829313	0.491
228338	rs636922	9	215269	0.129
17271	rs6427504	1	160124875	0.633
6116	rs652785	1	57340727	0.203
337799	rs6573560	14	65031534	0.002
266080	rs6584122	10	99129230	0.445
32014	rs6587422	1	248285441	0.27
16212	rs6587625	1	151820324	0.48
31796	rs6702823	1	246755124	0.459
79184	rs6787974	3	72109984	0.558
349556	rs678892	15	55632859	0.66
107730	rs6855404	4	84216370	0.311
401214	rs6859	19	45382034	0.419
143411	rs6860077	5	139745154	0.745
347690	rs689647	15	43762196	0.313
157197	rs6903753	6	29943178	0.001
163041	rs6907125	6	47646842	0.979
152099	rs6929069	6	7581636	0.433
197843	rs6962772	7	99081730	0.579
224713	rs7014678	8	124448736	0.564
233261	rs7023244	9	14819370	0.073
271207	rs7100666	10	129866449	0.854
272982	rs7112561	11	6739109	0.616
276933	rs7128239	11	26692481	0.467
60826	rs715	2	211543055	0.081
353071	rs7183867	15	79748603	0.501
365914	rs7196016	16	57735900	0.11
83807	rs722927	3	113681175	0.637
19862	rs724416	1	173904809	0.64
394893	rs727088	18	67530439	0.113
402792	rs731338	19	56424532	0.593
318113	rs7334821	13	42814315	0.738
329865	rs7338610	13	113333684	0.199
1096	rs7414943	1	11782814	0.737
404592	rs742710	20	5904028	0.74
7614	rs7527017	1	64643277	0.052
27337	rs7527925	1	225534219	0.267
1706	rs7536390	1	16576836	0.344
157506	rs757262	6	30114955	0.033
56612	rs7589313	2	174771911	0.187
88847	rs7610425	3	149485293	0.228
91928	rs7621215	3	172310420	0.744
91385	rs7622799	3	169098992	0.417
112189	rs7698598	4	119951647	0.158
398540	rs773852	19	16872940	0.395
156400	rs7752270	6	29053998	0.151
313619	rs7778	12	133498358	0.851
203870	rs7800829	7	150217089	0.776
293866	rs7842	12	8211187	0.863
4228	rs784629	1	40146253	0.195
228339	rs7869327	9	215494	0.755
19465	rs7889839	1	171121173	0.282
304982	rs7965277	12	80900348	0.942
351246	rs8038919	15	63127983	0.086
347779	rs8042811	15	45847921	0.859
348599	rs8042919	15	50878630	0.333
370528	rs8049284	16	80718879	0.72
361005	rs8052900	16	11940390	0.843
380273	rs8071009	17	54940391	0.818
401535	rs8105198	19	48543862	0.593
401529	rs8112254	19	48533612	0.786
281354	rs826058	11	73796917	0.562
6674	rs835435	1	59844471	0.511
1697	rs848209	1	16256007	0.479
60260	rs849563	2	206610502	0.578
262107	rs906219	10	71026510	0.983
254171	rs913038	10	15148547	0.515
228302	rs921669	8	144735347	0.288
46789	rs9223	2	101609827	0.348
83555	rs9288952	3	112185025	0.767
87055	rs9289556	3	138033181	0.093
293653	rs9478	12	6840688	0.171
316933	rs9546897	13	36828237	0.039
318924	rs9595429	13	46786087	0.118
323162	rs9600567	13	76445316	0.031
226209	rs966185	8	131124559	0.054
292573	rs9669556	12	2045640	0.534
93085	rs9869557	3	179514386	0.678
69626	rs9880307	3	16974610	0.062
26248	rs991967	1	218615451	0.331
386887	rs9957861	18	13387626	0.087
